"assessid","stockid","country","region","area","method","method1","method2","species","comm_name","b0_true","msy_true","type","class","order","family","genus","taxa_level","linf_cm","vonb_k","winf_kg","tmax_yr","tmat_yr","m","lmat_cm","temp_c","habitat","depth_m_mid","migratory","depth_m_min","depth_m_max","comm_depth_m_min","comm_depth_m_max","troph","feeding","repro_mode","spawning","repro_guild1","repro_guild2","spawning_ground","lmax_cm","wmax_kg","lme_name","fao_area","long_dd","lat_dd","lat_dd_abs","area_sqkm","n","yr1","yr2","sst_c_avg","sst_c_trend","tb_max","tb_avg","tb_trend","tb_sd_trend","catch_avg","bbmsy_n","bbmsy_avg","ffmsy_n","ffmsy_avg","sst_c_avg2","sst_c_trend2","r_f","r_se_f","r_lo_f","r_hi_f","k_f","k_se_f","k_lo_f","k_hi_f","betaT_f","betaT_se_f","betaT_lo_f","betaT_hi_f","betaT_inf_f","sigmaP_f","sigmaP_se_f","sigmaP_lo_f","sigmaP_hi_f","r_r","r_se_r","r_lo_r","r_hi_r","k_r","k_se_r","k_lo_r","k_hi_r","betaT_r","betaT_se_r","betaT_lo_r","betaT_hi_r","betaT_inf_r","sigmaP_r","sigmaP_se_r","sigmaP_lo_r","sigmaP_hi_r"
"NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN","NZLINGLIN6b","New Zealand","New Zealand","New Zealand Areas LIN 6b","Integrated Analysis","CASAL","CASAL","Genypterus blacodes","New Zealand ling",12363,893.8449,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,"oceanodromous",22,1000,300,550,4.18,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"New Zealand Shelf",81,-177.4746934,-48.69922147,48.69922147,447116.4923,26,1980,2005,9.46845408612259,-0.00706039639487268,16800,14481.9230769231,-244.659829059829,-0.0145630850630851,449.538461538462,26,3.58807692307692,26,0.0953595769230769,9.45995480797901,-0.00249105930352401,0.100228885045232,0.0503898355998224,0.0374149756612368,0.268497552647567,0.973350338968666,0.0756324239084602,0.83584720768316,1.13347376609236,-1.01480807064507,1.16935934961024,-3.30675239588114,1.277136254591,"none",0.0171870385490021,0.00244184547696022,0.0130096172441518,0.0227058404979341,0.113757722938428,0.0668792684112997,0.0359370193403832,0.360097185733886,0.985858983526872,0.0959574655931572,0.81463401373539,1.19307310892169,-0.0733175123300681,0.221565531867721,-0.507585954790801,0.360950930130665,"none",0.017130117919468,0.00238282113368812,0.0130423233243708,0.0224991309168481
"NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN","NZSNAPNZ8","New Zealand","New Zealand","New Zealand Area 8 (Auckland and Central West)","Integrated Analysis","CASAL","CASAL","Pagrus auratus","New Zealand snapper",120884,2284.7076,"finfish","Actinopterygii","Perciformes","Sparidae","Pagrus","species",72.9233157460552,0.116113979061982,5.6905887046169,23.6361189183508,5.75409701904283,0.204237563103395,37.0817363137381,13.3655418460346,"reef-associated",100,"oceanodromous",0,200,NA,NA,3.47,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"New Zealand Shelf",81,171.5337833,-35.34773443,35.34773443,382641.6912,35,1970,2004,17.7431960996231,0.00428910062461763,64000,19862.8571428571,-1255.86274509804,-0.0196228553921569,3440.57142857143,35,0.843828571428571,35,2.31314285714286,17.6399170591223,0.00713705492644235,0.14302936899497,0.0134682737315752,0.118924373730877,0.172020249115575,1.01622685658886,0.0512358292666853,0.920606948274349,1.12177843757129,0.225632439926861,0.163221146966355,-0.094281008127195,0.545545887980918,"none",0.0122630273984237,0.00148829426047661,0.00966696807688556,0.0155562571199613,0.141933131079539,0.0136949762250866,0.1174764317004,0.171481321031418,1.02103792577706,0.0546049166757825,0.919430568358869,1.13387403220229,0.14469301606579,0.137418696020018,-0.124647628133446,0.414033660265026,"none",0.0122419882665793,0.00147977344917043,0.00965960737279234,0.0155147379117276
"ISC-PACBTUNA-1952-2012-PONS","PACBTUNA","multinational","Pacific Ocean","Pacific Ocean","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Thunnus orientalis","Pacific bluefin tuna",NA,17345,"finfish","Actinopterygii","Perciformes","Scombridae","Thunnus","species",183.033984268092,0.177802918162012,84.5690428584776,14.3895275686396,4.52649294860103,0.295899213248478,94.6978822846951,19.7937066263433,"pelagic-oceanic",275.5,"oceanodromous",1,550,NA,NA,NA,"hunting macrofauna (predator)",NA,NA,NA,NA,"oceanic",NA,NA,"South Pacific Ocean",77,-132.921797,-5.158571731,5.158571731,80815018.1,60,1952,2011,21.743707720828,0.00712961298911349,186000,92575,-1356.72409002501,-0.00729421553776889,22467,60,0.4965,60,2.39183333333333,21.7042383561695,0.00507691026634586,0.254110746223321,0.0637786129321438,0.155373942289976,0.415592668850875,1.74675587240711,0.521562377674314,0.972899507365852,3.13614721221292,-0.317078250816429,0.262594612308598,-0.831763690941282,0.197607189308423,"none",0.02363942295163,0.00217568443287283,0.0197375849449473,0.0283125984787267,0.253559712902088,0.064456570481523,0.154061869888893,0.417316290223894,1.7654305164483,0.544900941609138,0.964099934773665,3.23280273754878,-0.145210285515921,0.174836087441874,-0.487889016901993,0.197468445870152,"none",0.0236232147917941,0.0021670320908236,0.0197357737792243,0.0282763819317135
"IFOP-PANCHCHVX-1960-2012-CHING","PANCHCHVX","multinational","South America","Chilean EEZ and offshore region V-X","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-77.38916182,-36.67265085,36.67265085,936151.1722,22,1990,2011,15.2288104348764,0.0026339849920898,1910000,919000,-8186.33540372519,-0.00428603947839015,333545.454545455,0,NA,0,NA,15.0012475047363,0.00735960388022548,0.80081256793456,0.209624464535473,0.479415715431063,1.33767156211249,0.895515174509739,0.120522420789648,0.687879472216582,1.16582549729687,-1.03218782884792,0.610181006136151,-2.22814260087477,0.163766943178941,"none",0.133550677876482,0.0207210632561252,0.0985315794601359,0.181015910421733,0.886287228074955,0.212211643473763,0.554319274941637,1.41706248755555,0.893510925637412,0.103062799531263,0.712714306131646,1.12017082772849,-0.157353080017496,0.220628056098021,-0.589784069969617,0.275077909934625,"none",0.137605329156062,0.0211062056300819,0.101876426866409,0.185864651858846
"IFOP-PANCHNCH-1984-2012-CHING","PANCHNCH","multinational","South America","North Chilean EEZ and offshore","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-73.98670806,-26.64145881,26.64145881,688868.1363,22,1990,2011,17.9163926307564,-0.00443308726345565,5180000,2652545.45454545,-64535.2907961564,-0.0124585503467483,868318.181818182,0,NA,0,NA,17.6678170876984,0.00704611384875471,0.535772106630399,0.275608391603401,0.195480080442003,1.46844501799937,1.17750995401673,0.457625856749781,0.549729072950415,2.52220550091506,0.372016629045004,0.644721006739157,-0.891636544163742,1.63566980225375,"none",0.244714304027491,0.0377850658941645,0.180812031976992,0.331200805283133,0.549355914208235,0.271945308319721,0.208199365971925,1.44953333102974,1.18564858030064,0.446172275203759,0.56706629013263,2.47900921008746,0.0301193739107343,0.219587872161892,-0.400272855526573,0.460511603348042,"none",0.241162857434225,0.0364088769898807,0.179390865752911,0.32420560300962
"IMARPE-PANCHPERUNC-1959-2008-HIVELY","PANCHPERUNC","Peru","South America","North-Central Peruvian coast","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-79.1874065,-10.70006268,10.70006268,348063.244,46,1962,2007,19.9764860282326,0.0206611614572771,18300000,6516086.95652174,-118621.029910577,-0.00648202349238123,5195015.2173913,46,1.08623913043478,0,NA,19.8470058505118,0.0104014785025306,0.944653728642371,0.171752335977211,0.661467459373123,1.34907719857246,1.39382923607476,0.306188314427959,0.906189697946276,2.14387775952395,0.0262592070780073,0.110500946366988,-0.190322647801288,0.242841061957303,"none",0.15984840773397,0.0168285177834521,0.130045068330524,0.196481987230332,0.952398802973252,0.175649899309507,0.663482939302077,1.3671240452076,1.39124612090921,0.30908519747949,0.900106526343562,2.1503741082821,0.0209768590037895,0.0993257894893788,-0.173701688395393,0.215655406402972,"none",0.15989683036199,0.0168035050540076,0.130132484731508,0.196468978614842
"IFOP-PANCHSCH-1984-2012-CHING","PANCHSCH","multinational","South America","South Chilean EEZ and offshore","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-77.38916182,-36.67265085,36.67265085,936151.1722,27,1985,2011,15.2306514226579,0.00105205693457303,736000,294814.814814815,-378.510378510351,-0.000514280405584714,66559.2592592593,0,NA,0,NA,15.0012475047363,0.00735960388022548,0.520121796733533,0.200200892355898,0.24460296630318,1.10598284037982,0.671644121216433,0.139492972005446,0.447044677930974,1.0090844334674,0.389201698159913,1.05412533929188,-1.67688396685218,2.455287363172,"none",0.141336039108956,0.0197280723750356,0.10750723309035,0.185809599752422,0.580544002346316,0.195125738989117,0.300423473185698,1.12185421161133,0.689588536438025,0.127292620556161,0.480244097039304,0.99018884879249,0.0107164661833677,0.221856230373468,-0.42412174534863,0.445554677715365,"none",0.138832117065292,0.01890058254426,0.106317651061976,0.181290279989308
"ASMFC-PANDALGOM-1960-2009-IDOINE","PANDALGOM","USA","US East Coast","Gulf of Maine","Statistical catch at age model","CSA","Catch-Survey Analysis (like a state space approach)","Pandalus borealis","Northern shrimp",NA,NA,"invertebrate","Malacostraca","Decapoda","Pandalidae","Pandalus","species",2.74416666666667,0.293666666666667,NA,NA,NA,0.8775,NA,NA,"benthopelagic",729.5,NA,9,1450,50,500,3.07,"variable","dioecism","one clear seasonal peak per year","guarders",NA,NA,12,NA,"Northeast U.S. Continental Shelf",21,-68.87169328,43.27659948,43.27659948,58988.92638,24,1985,2008,8.95968302694105,0.0236456252933794,30100,12708.3333333333,76.7826086956555,0.00255091723241381,3608.08333333333,0,NA,0,NA,8.70299470429908,0.0103573381554331,0.85738381723097,0.383161098854368,0.357083698716091,2.05864062877319,0.994295895476918,0.117286516104001,0.789053780452162,1.25292388459976,0.398637983449298,0.246079545389236,-0.0836779255136048,0.8809538924122,"none",0.0777325737219927,0.0115933114529715,0.0580295898003192,0.104125378763436,0.996768990370757,0.242413501236986,0.618841046354152,1.60549857837993,0.978955382880938,0.097878594245217,0.804740601687936,1.19088516182907,0.239041371079735,0.132940482078031,-0.0215219737932066,0.499604715952677,"none",0.0777476107934055,0.011534410566758,0.0581303494196839,0.103985113532382
"IFOP-PATGRENADIERCH-1977-2012-CHING","PATGRENADIERCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Macruronus magellanicus","Patagonian grenadier",NA,NA,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","species",95.8070020596649,0.165156444806815,2.67587347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497,"benthopelagic",265,"oceanodromous",30,500,NA,NA,3.93,"variable",NA,NA,NA,NA,NA,NA,NA,"Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,27,1985,2011,12.9309053882391,-0.00509140051548726,1650000,1015666.66666667,-53824.7863247861,-0.0326210826210825,134777.777777778,0,NA,0,NA,12.7302898209877,0.00693070452287629,0.140545960805987,0.0760831215119619,0.0486430315326255,0.406084211376286,1.70416191498623,0.92638193688334,0.587204579171098,4.94575133693452,1.69829523554507,0.785053805498847,0.159589776767335,3.23700069432281,"positive",0.0563756507439388,0.0078875774315382,0.0428545425596636,0.0741628263183011,0.109432524000007,0.0907090108297485,0.0215560630457906,0.555550300793478,2.77461297429568,4.10581840273032,0.152611672453311,50.4448777303398,0.110911986416161,0.230000466031569,-0.339888927005714,0.561712899838035,"none",0.0594681581429804,0.00817728066717356,0.0454188644126487,0.0778632816705486
"INIDEP-PATGRENADIERSARG-1983-2006-Parma","PATGRENADIERSARG","Argentina","South America","Southern Argentina","VPA","VPA","Virtual Population Analysis","Macruronus magellanicus","Patagonian grenadier",NA,132131,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","species",95.8070020596649,0.165156444806815,2.67587347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497,"benthopelagic",265,"oceanodromous",30,500,NA,NA,3.93,"variable",NA,NA,NA,NA,NA,NA,NA,"Patagonian Shelf",41,-63.64651685,-49.52202925,49.52202925,789923.9552,21,1985,2005,8.93095273398295,0.00357896831768317,1660000,1211571.42857143,36712.9870129872,0.0221162572367393,89109.5238095238,21,1.88714285714286,21,0.401319047619048,8.76689061112755,0.00481811438033809,0.456391712446244,0.235959088851434,0.165672312788415,1.25726134731778,0.82237050124527,0.103183726906494,0.643079065194637,1.05164866642596,0.575250141180232,0.924366628259234,-1.23650845020787,2.38700873256833,"none",0.0606056771202946,0.00964543619726106,0.0443651029206141,0.0827913801030026,0.56088706536514,0.178695057197716,0.300388315429738,1.04729206808147,0.784678017709212,0.129090401503993,0.568400524856773,1.08324951253556,0.0506333338344486,0.209466674406217,-0.359921348001736,0.461188015670633,"none",0.0598189456099493,0.0092633225790619,0.044159349398766,0.0810316796466676
"IFOP-PCEELCH-1978-2011-CHING","PCEELCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Genypterus blacodes","New Zealand ling",NA,NA,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,"oceanodromous",22,1000,300,550,4.18,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,32,1979,2010,12.9590347242013,-0.00506067760376935,50600,29146.875,-1247.45234604102,-0.0246532084197831,6802.5,0,NA,0,NA,12.7302898209877,0.00693070452287629,0.373737735446097,0.123270175716776,0.19579851660458,0.713385868895341,1.13757563887198,0.122149778323322,0.921677311519133,1.40404707589259,0.0178688194377186,0.155092012199259,-0.286111524472829,0.321849163348267,"none",0.0251544733767437,0.00319294215867255,0.0196140537424746,0.0322599060433428,0.373193590726415,0.122327663727181,0.196298523695852,0.709498235325841,1.14000672598431,0.122877297269739,0.922906534066517,1.40817654585573,0.00848605369295429,0.12830783176323,-0.242997296562976,0.259969403948885,"none",0.0250813773528696,0.00316154256260028,0.0195908946898495,0.032110605456063
"DFO-PAC-PCOD5AB-1945-2014-OSGOOD","PCOD5AB","Canada","Canada West Coast","Queen Charlotte Sound","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,763.3,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Gulf of Alaska",67,-132.1135695,51.23901275,51.23901275,109179.1232,57,1956,2012,10.1858486330382,0.00665894404764306,11900,4421.08771929825,-134.28292714545,-0.0112842795920546,966.894736842105,57,1.27589649122807,0,NA,10.1677021220763,0.00383657938474543,0.148716928389715,0.13090297527409,0.0264914467541599,0.834862851958004,1.02894808596784,0.0694173113612342,0.901501910835663,1.17441144704337,-2.55363379016652,1.15159449169882,-4.81075899389621,-0.296508586436831,"negative",0.12055469525316,0.0119445355218954,0.0992763263726922,0.146393758498098,0.328448880828524,0.173276126055798,0.116788638562783,0.923708578549078,1.053199436745,0.327238651937301,0.572835191572198,1.93638426877302,-0.0686826105822222,0.237825127703188,-0.53481986088047,0.397454639716026,"none",0.127655217663576,0.0119716660220009,0.106220993210979,0.153414632118603
"AFSC-PCODBSAI-1964-2013-CHING","PCODBSAI","USA","US Alaska","Bering Sea and Aleutian Islands","Unknown","unknown","Unknown","Gadus macrocephalus","Pacific cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"East Bering Sea",67,-168.9524732,58.28548745,58.28548745,668751.4378,30,1982,2011,4.37041423967039,0.00675222853066597,1370000,767300,-18049.6106785315,-0.0131748983054975,184383.333333333,30,1.4306,30,0.6118,4.25679732231945,0.00327665994310011,0.742995857418904,0.203506353195782,0.434348422515525,1.27096776579618,0.850897919377836,0.0830356123640259,0.702765921573387,1.03025381136943,-0.238763464113033,0.479807712086126,-1.17918657980184,0.701659651575775,"none",0.126667222739502,0.0166583714558256,0.0978854684881063,0.163911820256427,0.816165591652815,0.228912714370344,0.471014773214048,1.41423647596564,0.830161839446628,0.0796402877767104,0.687863977114037,1.00189674500015,-0.0507533189092618,0.210696602901114,-0.463718660595446,0.362212022776923,"none",0.125409648153834,0.0162322643737404,0.0973093471356136,0.161624554197757
"DFO-PAC-PCODHS-1944-2014-OSGOOD","PCODHS","Canada","Canada West Coast","Hecate Strait","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,3313.1,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Gulf of Alaska",67,-133.4605424,53.09103114,53.09103114,146949.8291,57,1956,2012,9.45916791867855,0.00625785320353103,42200,17477.5438596491,-313.034742027484,-0.00741788488216787,2930.87719298246,57,1.13187719298246,0,NA,9.4395488557457,0.00351891181064879,0.30716712599006,0.137282108029957,0.127920604450566,0.73757971746807,0.806008515248749,0.220221997355227,0.471808190641045,1.37693609297205,-0.715279991674373,0.893084157146984,-2.46572493968246,1.03516495633372,"none",0.0744956376631329,0.00704254213618159,0.0618956198786181,0.0896606260947052,0.343900312783418,0.10519695005849,0.188821120129684,0.626346380380043,0.905664056656625,0.160199289903981,0.640322454180786,1.28095989475977,-0.131534198973268,0.205304013573529,-0.533930065577385,0.27086166763085,"none",0.0747125184515273,0.00702763609131024,0.0621335082064754,0.0898381658222232
"DFO-PAC-PCODWCVANI-1956-2002-COLLIE","PCODWCVANI","Canada","Canada West Coast","West Coast of Vancouver Island","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Gulf of Alaska",67,-129.9336254,49.01615764,49.01615764,178610.8997,46,1956,2001,11.0375990506168,0.00851575965486044,20400,9487.82608695652,-193.159420289855,-0.00946859903381643,1623.32608695652,46,1.40969565217391,46,1.00621739130435,11.0262166866627,0.0033347472147729,0.463812558316974,0.209294354559815,0.191528187484726,1.12318762098499,0.79387461265997,0.192405113280877,0.493684093855878,1.27659956735411,-0.097605899402834,0.578417113219345,-1.23130344131275,1.03609164250708,"none",0.108618683610414,0.0114997137994701,0.0882641174540074,0.133667211201731,0.512009342228352,0.179060964433245,0.257981434783288,1.01617221700207,0.769182368260231,0.13559917404994,0.544462818636414,1.08665182523237,-0.0153591030811061,0.205008311601129,-0.417175393819319,0.386457187657107,"none",0.107636054449521,0.0112321119767868,0.0877265328722449,0.132064038531331
"AFSC-PERCHEBSAI-1960-2011-STACHURA","PERCHEBSAI","USA","US Alaska","Eastern Bering Sea and Aleutian Islands","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes alutus","Pacific ocean perch",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,NA,0,825,165,293,3.62,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers","coastal",NA,NA,"East Bering Sea",67,-168.60411,53.38935746,53.38935746,143912.1896,33,1977,2009,5.68524104585983,0.0010773667088935,629000,406787.878787879,19150.4010695191,0.0304457886637823,10193.9696969697,33,0.874939393939394,33,0.484921212121212,5.46892461372726,0.00481148335086243,0.154075835589877,0.0221375080904121,0.116260515181568,0.204191105429424,1.18739225211968,0.0686099327046216,1.06025213421091,1.3297783752571,0.0560425416891539,0.134999113481303,-0.208555720734199,0.320640804112507,"none",0.00928152698356279,0.0011584214188511,0.00726740832017489,0.0118538465641808,0.151054739688194,0.0237208923606857,0.111035896265567,0.205496917210402,1.20030694313371,0.0767041859164602,1.05900082317461,1.36046802439307,0.0408294621426654,0.116486332055597,-0.187483748686305,0.269142672971636,"none",0.00926885813288526,0.00115140238442897,0.00726583876532156,0.0118240624190002
"DFO-PERCHQCI-1939-2013-WATSON","PERCHQCI","Canada","Canada West Coast","Queen Charlotte Islands","Statistical catch at age model","SCA","Statistical catch-at-age model","Sebastes alutus","Pacific ocean perch",31242,1488,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,NA,0,825,165,293,3.62,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers","coastal",NA,NA,"Gulf of Alaska",67,-130.2170515,51.74305805,51.74305805,94728.16698,73,1940,2012,10.2273471975142,0.00388797751965817,66500,35328.7671232877,-678.403060594847,-0.0102015497833812,1156.06580830137,73,2.02408219178082,73,0.410047486794521,10.2199825791476,0.00388496657265027,0.0185668729566784,0.0199080507025817,0.00227004215766777,0.15186007459157,0.711783946286209,0.239148926932377,0.368427251648151,1.37513276752559,-0.666383950240092,0.991098133887041,-2.60893629265869,1.27616839217851,"none",0.00750434398717701,0.000626377129493217,0.0063718100655693,0.00883817598113672,0.0241729966895694,0.0254772113875624,0.00306328405333762,0.190754026978749,0.843926192337352,0.291778481221014,0.428553653567115,1.66189556939918,-0.080544238483161,0.218553971887779,-0.508910023383207,0.347821546416885,"none",0.00750293313202183,0.000621882881977241,0.00637789965540173,0.00882641757085546
"DFO-PERCHWCVANI-1939-2013-WATSON","PERCHWCVANI","Canada","Canada West Coast","West Coast of Vancouver Island","Unknown","unknown","Unknown","Sebastes alutus","Pacific ocean perch",21442,1048,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,NA,0,825,165,293,3.62,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers","coastal",NA,NA,"Gulf of Alaska",67,-129.9336254,49.01615764,49.01615764,178610.8997,73,1940,2012,11.0290455905843,0.00246959204809504,39200,22095.8904109589,-471.205109218811,-0.0120205385004799,1005.52260273973,73,2.02408219178082,73,0.660601602739726,11.0262166866627,0.0033347472147729,0.0746973375470461,0.0153898668108642,0.0498803093381964,0.111861620560252,1.01527344169071,0.0625355763438943,0.899813415010504,1.1455487817888,-0.0285875591334018,0.0875094491907108,-0.200106079547195,0.142930961280391,"none",0.00517217854255817,0.000431066973072671,0.00439268609501836,0.00608999375266932,0.0739895521126479,0.015784139675683,0.0487058165447465,0.112398358352145,1.01457068230952,0.0635472472528165,0.89735987260253,1.14709126274688,-0.0266502721386299,0.0824594436868182,-0.188270781764793,0.134970237487534,"none",0.00516881626680681,0.000430182581190657,0.00439083636403141,0.00608464068915494
"FAJ-PILCHPJPN-1976-2009-ONO","PILCHPJPN","Japan","Russia Japan","Pacific Coast of Japan","VPA","VPA","Virtual Population Analysis","Sardinops sagax","Japanese pilchard",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","species",27.2242835609629,0.439956074617132,0.1514704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,16.8032013430646,"pelagic-neritic",100,"oceanodromous",0,200,NA,NA,2.61,"selective plankton feeding","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Kuroshio Current",61,138.1714817,34.26563024,34.26563024,1558772.956,33,1976,2008,18.4683964411896,0.0213475298016635,19500000,6321121.21212121,-509503.342246001,-0.026128376525436,1137909.09090909,0,NA,0,NA,18.2975001092897,0.0105787789698641,0.328243138796938,0.159232756559547,0.12684255702736,0.84942751622411,1.08474540214429,0.212259722635444,0.739203808286707,1.5918107757053,-0.734551673939961,0.674999838839785,-2.05755135806594,0.588448010186019,"none",0.0633088171705591,0.0079452038149404,0.0495036420699697,0.080963867787147,0.372333318205145,0.158211542839007,0.161895005477749,0.856308688687172,1.08629001755591,0.229156168455764,0.71842088001865,1.6425274307325,-0.0834451305981029,0.227381412163943,-0.529112698439431,0.362222437243225,"none",0.0632803038476636,0.0078108245147855,0.049682218568114,0.0806002020534293
