"assessid","stockid","country","region","area","method","method1","method2","species","comm_name","b0_true","msy_true","type","class","order","family","genus","taxa_level","linf_cm","vonb_k","winf_kg","tmax_yr","tmat_yr","m","lmat_cm","temp_c","habitat","depth_m_mid","migratory","depth_m_min","depth_m_max","comm_depth_m_min","comm_depth_m_max","troph","feeding","repro_mode","spawning","repro_guild1","repro_guild2","spawning_ground","lmax_cm","wmax_kg","lme_name","fao_area","long_dd","lat_dd","lat_dd_abs","area_sqkm","n","yr1","yr2","sst_c_avg","sst_c_trend","tb_max","tb_avg","tb_trend","tb_sd_trend","catch_avg","bbmsy_n","bbmsy_avg","ffmsy_n","ffmsy_avg","sst_c_avg2","sst_c_trend2","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi"
"IMARPE-PANCHPERUNC-1959-2008-HIVELY","PANCHPERUNC","Peru","South America","North-Central Peruvian coast","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-79.1874065,-10.70006268,10.70006268,348063.244,46,1962,2007,19.9764860282326,0.0206611614572771,18300000,6516086.95652174,-118621.029910577,-0.00648202349238123,5195015.2173913,46,1.08623913043478,0,NA,19.8470058505118,0.0104014785025306,0.612166689855219,0.125905548843891,0.409070490647181,0.916096527949048,1.97497687402443,0.58411110292557,1.10613846002922,3.52626166965414,0.029486104156303,0.105149559427958,-0.176607032322495,0.235579240635101,"none",0.162889477057308,0.0171475486679217,0.132520934513267,0.20021728516672
"IFOP-PANCHSCH-1984-2012-CHING","PANCHSCH","multinational","South America","South Chilean EEZ and offshore","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-77.38916182,-36.67265085,36.67265085,936151.1722,27,1985,2011,15.2306514226579,0.00105205693457303,736000,294814.814814815,-378.510378510351,-0.000514280405584714,66559.2592592593,0,NA,0,NA,15.0012475047363,0.00735960388022548,0.445298449333265,0.144960606363403,0.235260750718323,0.842855037966034,0.759564720658957,0.14045227169246,0.528645958398311,1.09135150984172,0.0443507643938175,0.312222721398526,-0.567605769547292,0.656307298334928,"none",0.140788673340262,0.01918172013372,0.107793811567439,0.183883010097571
"ASMFC-PANDALGOM-1960-2009-IDOINE","PANDALGOM","USA","US East Coast","Gulf of Maine","Statistical catch at age model","CSA","Catch-Survey Analysis (like a state space approach)","Pandalus borealis","Northern shrimp",NA,NA,"invertebrate","Malacostraca","Decapoda","Pandalidae","Pandalus","species",2.74416666666667,0.293666666666667,NA,NA,NA,0.8775,NA,NA,"benthopelagic",729.5,NA,9,1450,50,500,3.07,"variable","dioecism","one clear seasonal peak per year","guarders",NA,NA,12,NA,"Northeast U.S. Continental Shelf",21,-68.87169328,43.27659948,43.27659948,58988.92638,24,1985,2008,8.95968302694105,0.0236456252933794,30100,12708.3333333333,76.7826086956555,0.00255091723241381,3608.08333333333,0,NA,0,NA,8.70299470429908,0.0103573381554331,0.3451666037306,0.089018288137617,0.208209383761826,0.572212367081414,1.49150703600445,0.402477440316403,0.878876032732455,2.53117977462013,0.36639291822714,0.229435067721517,-0.0832998145070336,0.816085650961314,"none",0.0916150373587503,0.0133956849512646,0.068786665327807,0.122019508145167
"IFOP-PATGRENADIERCH-1977-2012-CHING","PATGRENADIERCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Macruronus magellanicus","Patagonian grenadier",NA,NA,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","species",95.8070020596649,0.165156444806815,2.67587347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497,"benthopelagic",265,"oceanodromous",30,500,NA,NA,3.93,"variable",NA,NA,NA,NA,NA,NA,NA,"Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,27,1985,2011,12.9309053882391,-0.00509140051548726,1650000,1015666.66666667,-53824.7863247861,-0.0326210826210825,134777.777777778,0,NA,0,NA,12.7302898209877,0.00693070452287629,0.0641668464696733,0.0113891598983646,0.0453132994735932,0.0908648064408126,5.00908905489845,0.668381560840686,3.85636069551198,6.50638649779422,0.245906457167076,0.323422057618504,-0.388000775765192,0.879813690099344,"none",0.0592296014202485,0.00824062765816742,0.0450929630177394,0.0777980742365813
"INIDEP-PATGRENADIERSARG-1983-2006-Parma","PATGRENADIERSARG","Argentina","South America","Southern Argentina","VPA","VPA","Virtual Population Analysis","Macruronus magellanicus","Patagonian grenadier",NA,132131,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","species",95.8070020596649,0.165156444806815,2.67587347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497,"benthopelagic",265,"oceanodromous",30,500,NA,NA,3.93,"variable",NA,NA,NA,NA,NA,NA,NA,"Patagonian Shelf",41,-63.64651685,-49.52202925,49.52202925,789923.9552,21,1985,2005,8.93095273398295,0.00357896831768317,1660000,1211571.42857143,36712.9870129872,0.0221162572367393,89109.5238095238,21,1.88714285714286,21,0.401319047619048,8.76689061112755,0.00481811438033809,0.0558023254805361,0.0139993271750544,0.0341274961101189,0.0912431289710822,5.00135118722413,0.784811441292984,3.67717628363743,6.80237001670344,-0.0194027565149625,0.331847154380935,-0.669823179101594,0.631017666071669,"none",0.071786756005939,0.0110836585879163,0.0530418865928645,0.0971560151585836
"IFOP-PCEELCH-1978-2011-CHING","PCEELCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Genypterus blacodes","New Zealand ling",NA,NA,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,"oceanodromous",22,1000,300,550,4.18,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,32,1979,2010,12.9590347242013,-0.00506067760376935,50600,29146.875,-1247.45234604102,-0.0246532084197831,6802.5,0,NA,0,NA,12.7302898209877,0.00693070452287629,0.143892705490555,0.0268719856610757,0.0997869695356212,0.207493130513404,3.14711619295474,1.00813292014685,1.67972322594153,5.8964120868224,-0.172977764473663,0.200461740175821,-0.565882775218274,0.219927246270947,"none",0.0322586095685814,0.00407539194018548,0.0251829792714917,0.0413222708909663
"DFO-PAC-PCOD5AB-1945-2014-OSGOOD","PCOD5AB","Canada","Canada West Coast","Queen Charlotte Sound","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,763.3,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Gulf of Alaska",67,-132.1135695,51.23901275,51.23901275,109179.1232,57,1956,2012,10.1858486330382,0.00665894404764306,11900,4421.08771929825,-134.28292714545,-0.0112842795920546,966.894736842105,57,1.27589649122807,0,NA,10.1677021220763,0.00383657938474543,0.17177020333892,0.09392555815746,0.0588158381125375,0.501650638704485,1.73544534125869,0.98205064879643,0.572434380817885,5.26133760203803,-0.32665523581995,0.328159643129112,-0.96984813635301,0.316537664713109,"none",0.133731786301165,0.0127045845275183,0.111011660924676,0.161101910541048
"AFSC-PCODBSAI-1964-2013-CHING","PCODBSAI","USA","US Alaska","Bering Sea and Aleutian Islands","Unknown","unknown","Unknown","Gadus macrocephalus","Pacific cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"East Bering Sea",67,-168.9524732,58.28548745,58.28548745,668751.4378,30,1982,2011,4.37041423967039,0.00675222853066597,1370000,767300,-18049.6106785315,-0.0131748983054975,184383.333333333,30,1.4306,30,0.6118,4.25679732231945,0.00327665994310011,0.659015310739971,0.131780595071091,0.445329112572907,0.975236443179084,0.862280722145409,0.0683707842455272,0.73816785223539,1.0072614806131,-0.143350117657093,0.243565820718769,-0.62073912626588,0.334038890951694,"none",0.125428681846017,0.0162915033264459,0.0972378088217928,0.161792562175707
"DFO-PAC-PCODHS-1944-2014-OSGOOD","PCODHS","Canada","Canada West Coast","Hecate Strait","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,3313.1,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Gulf of Alaska",67,-133.4605424,53.09103114,53.09103114,146949.8291,57,1956,2012,9.45916791867855,0.00625785320353103,42200,17477.5438596491,-313.034742027484,-0.00741788488216787,2930.87719298246,57,1.13187719298246,0,NA,9.4395488557457,0.00351891181064879,0.127721486195929,0.0684540462531785,0.0446727490506458,0.365161723483883,2.18727038972347,1.85430860461115,0.415205976196762,11.5223576538646,-0.045135635655888,0.278366580142033,-0.590734132734272,0.500462861422496,"none",0.0910829219613672,0.00854494224371991,0.0757844378911477,0.109469686704499
"DFO-PAC-PCODWCVANI-1956-2002-COLLIE","PCODWCVANI","Canada","Canada West Coast","West Coast of Vancouver Island","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Gulf of Alaska",67,-129.9336254,49.01615764,49.01615764,178610.8997,46,1956,2001,11.0375990506168,0.00851575965486044,20400,9487.82608695652,-193.159420289855,-0.00946859903381643,1623.32608695652,46,1.40969565217391,46,1.00621739130435,11.0262166866627,0.0033347472147729,0.170348278819345,0.100865104623278,0.053373123220802,0.543691924803892,1.55323803954716,0.856058722053631,0.527344332752922,4.57490155417423,-0.294371275941481,0.313598793175649,-0.909024910565752,0.320282358682791,"none",0.125812817360089,0.0133045649848833,0.102260902374091,0.154789021459814
"AFSC-PERCHEBSAI-1960-2011-STACHURA","PERCHEBSAI","USA","US Alaska","Eastern Bering Sea and Aleutian Islands","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes alutus","Pacific ocean perch",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,NA,0,825,165,293,3.62,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers","coastal",NA,NA,"East Bering Sea",67,-168.60411,53.38935746,53.38935746,143912.1896,33,1977,2009,5.68524104585983,0.0010773667088935,629000,406787.878787879,19150.4010695191,0.0304457886637823,10193.9696969697,33,0.874939393939394,33,0.484921212121212,5.46892461372726,0.00481148335086243,0.124787833041322,0.0113471470495406,0.104416654107134,0.149133329432024,1.2683572014428,0.0588701350271598,1.15806458186551,1.38915395189821,-0.098025824436741,0.159197792141217,-0.410053497033526,0.214001848160044,"none",0.0120829811414273,0.00150163517377087,0.00947081783723077,0.0154156099054248
"DFO-PERCHQCI-1939-2013-WATSON","PERCHQCI","Canada","Canada West Coast","Queen Charlotte Islands","Statistical catch at age model","SCA","Statistical catch-at-age model","Sebastes alutus","Pacific ocean perch",31242,1488,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,NA,0,825,165,293,3.62,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers","coastal",NA,NA,"Gulf of Alaska",67,-130.2170515,51.74305805,51.74305805,94728.16698,73,1940,2012,10.2273471975142,0.00388797751965817,66500,35328.7671232877,-678.403060594847,-0.0102015497833812,1156.06580830137,73,2.02408219178082,73,0.410047486794521,10.2199825791476,0.00388496657265027,0.0387853666843791,0.00768675098701613,0.0263007310290612,0.057196306337628,1.03891153586896,0.104297097166145,0.85334421006024,1.2648321353061,0.380378567211115,0.196744971049214,-0.00524157604534464,0.765998710467574,"none",0.0141476085244372,0.00118416074459363,0.0120070356484019,0.0166697953451456
"DFO-PERCHWCVANI-1939-2013-WATSON","PERCHWCVANI","Canada","Canada West Coast","West Coast of Vancouver Island","Unknown","unknown","Unknown","Sebastes alutus","Pacific ocean perch",21442,1048,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,NA,0,825,165,293,3.62,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers","coastal",NA,NA,"Gulf of Alaska",67,-129.9336254,49.01615764,49.01615764,178610.8997,73,1940,2012,11.0290455905843,0.00246959204809504,39200,22095.8904109589,-471.205109218811,-0.0120205385004799,1005.52260273973,73,2.02408219178082,73,0.660601602739726,11.0262166866627,0.0033347472147729,0.0664437908027166,0.00389946407713746,0.059224039857113,0.0745436708959147,1.08918301625172,0.0301551666443909,1.03165390420701,1.14992017967797,-0.136832339438257,0.103048246884088,-0.338806903331069,0.0651422244545548,"none",0.00792957734640725,0.000660148958924077,0.00673573447822371,0.00933501715305689
"FAJ-PILCHPJPN-1976-2009-ONO","PILCHPJPN","Japan","Russia Japan","Pacific Coast of Japan","VPA","VPA","Virtual Population Analysis","Sardinops sagax","Japanese pilchard",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","species",27.2242835609629,0.439956074617132,0.1514704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,16.8032013430646,"pelagic-neritic",100,"oceanodromous",0,200,NA,NA,2.61,"selective plankton feeding","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Kuroshio Current",61,138.1714817,34.26563024,34.26563024,1558772.956,33,1976,2008,18.4683964411896,0.0213475298016635,19500000,6321121.21212121,-509503.342246001,-0.026128376525436,1137909.09090909,0,NA,0,NA,18.2975001092897,0.0105787789698641,0.210473457882366,0.0993107742583888,0.0834747380616424,0.530688415461059,1.51149973896871,0.527617844409799,0.762560780435805,2.99599916428537,-0.404625633215144,0.331223521176624,-1.05382373472133,0.244572468291039,"none",0.0838091650893303,0.0104708396133624,0.0656059543410748,0.107063089372256
"FAJ-PILCHTSST-1960-2010-ONO","PILCHTSST","Japan","Russia Japan","Tsushima Strait","VPA","VPA","Virtual Population Analysis","Sardinops sagax","Japanese pilchard",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","species",27.2242835609629,0.439956074617132,0.1514704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,16.8032013430646,"pelagic-neritic",100,"oceanodromous",0,200,NA,NA,2.61,"selective plankton feeding","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"East China Sea",61,129.9175501,34.04145605,34.04145605,78555.69937,50,1960,2009,19.6046709546589,0.00908826686911687,10200000,2136668,8279.53901560587,0.000811719511333913,408214,0,NA,0,NA,19.413609936264,0.0133339483740407,0.177248606216283,0.0621712081851469,0.0891276288002013,0.352495279281389,1.83977349352418,0.669953091120599,0.901143214962127,3.75608055553789,-0.394771235071235,0.252564907923887,-0.889798454602053,0.100255984459583,"none",0.0590276492504083,0.00599429377561493,0.048374207573904,0.0720272961723688
"WGNSSK-PLAIC7d-1979-2010-NEUBAUER","PLAIC7d","multinational","Europe (EU)","Eastern English Channel","VPA","XSA","Extended Survivor Analysis","Pleuronectes platessa","European Plaice",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","species",54.1674963971377,0.138225441614112,1.7527756458937,26.6124928443415,3.91300243098913,0.143922486594067,24.5679323472381,11.314410051571,"demersal",100,"oceanodromous",0,200,10,50,3.23,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Celtic-Biscay Shelf",27,-0.251730426,50.2172031,50.2172031,33253.43371,30,1980,2009,12.6069005131721,0.0515534783700328,22400,10763.3333333333,-258.042269187982,-0.0115197441601778,4388.66666666667,0,NA,0,NA,12.3076481186804,0.0100063111471756,0.423533877304955,0.101936591961908,0.26425078179974,0.678828437150702,1.41431469735943,0.354392031232385,0.865470427053953,2.31121249281255,-0.286925901752801,0.172732289527638,-0.625481189226971,0.0516293857213693,"none",0.0982339473938954,0.0128231453376875,0.0760582672006915,0.126875207334448
"WGSSDS-PLAICECHW-1979-2010-NEUBAUER","PLAICECHW","multinational","Europe (EU)","Western English Channel","VPA","XSA","Extended Survivor Analysis","Pleuronectes platessa","European Plaice",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","species",54.1674963971377,0.138225441614112,1.7527756458937,26.6124928443415,3.91300243098913,0.143922486594067,24.5679323472381,11.314410051571,"demersal",100,"oceanodromous",0,200,10,50,3.23,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Celtic-Biscay Shelf",27,-3.75930948,49.5344431,49.5344431,56338.17442,30,1980,2009,12.594458313783,0.0431516689417924,9800,5701,-119.20133481646,-0.0121634015118837,1736.33333333333,0,NA,30,1.92033333333333,12.3793950392386,0.00778501413827635,0.342613507387532,0.1332082545211,0.159900909610411,0.734104738555806,1.63850054990022,0.661888919940375,0.742315918915922,3.61663273494663,-0.32897483503564,0.199608396753741,-0.720207292672973,0.0622576226016934,"none",0.112977342413232,0.0147094550016514,0.0875314950153323,0.145820426082303
"NEFSC-POLL5YZ-1960-2009-CHING","POLL5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Statistical catch at age model","ASAP","Age Structured Assessment Program","Pollachius virens","Pollock",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Pollachius","species",118.832811573653,0.135178766096073,18.3620075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,8.77507160123609,"demersal",200.5,"oceanodromous",37,364,NA,NA,3.61,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","shelf",NA,NA,"Northeast U.S. Continental Shelf",21,-68.84645843,42.67916969,42.67916969,80540.83954,39,1970,2008,9.59790730848908,0.00885545272234305,359000,197928.205128205,-3670.93117408908,-0.0102254350253178,12005.8974358974,39,1.92948717948718,39,0.638974358974359,9.39214389726765,0.00918049838540306,0.100172807031542,0.0366051804440174,0.0489438103900217,0.205022681900231,0.987570991029489,0.174650814701561,0.698283092278476,1.39670639760245,0.170496497679842,0.304802110894319,-0.426915639673024,0.767908635032708,"none",0.042386823995561,0.00480288166724242,0.0339452367514697,0.0529276864846987
"NWWG-POLLFAPL-1958-2012-CHING","POLLFAPL","multinational","Europe (non-EU)","Faroe Plateau","VPA","XSA","Extended Survivor Analysis","Pollachius virens","Pollock",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Pollachius","species",118.832811573653,0.135178766096073,18.3620075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,8.77507160123609,"demersal",200.5,"oceanodromous",37,364,NA,NA,3.61,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","shelf",NA,NA,"Faroe Plateau",27,-9.663799238,61.60734771,61.60734771,169727.8469,51,1961,2011,9.24428289730787,0.013154539206089,335000,193490.196078431,1709.592760181,0.00510326197068954,37482.1568627451,0,NA,51,1.24635294117647,9.27031314679625,0.00152807646222429,0.203664229709109,0.0544214864119201,0.120631152968984,0.343850800080386,1.82326718718029,0.568133102020542,0.989941701014319,3.35807980656051,0.0790688358741299,0.187913147976844,-0.289240934160484,0.447378605908744,"none",0.0635237896242767,0.00634318437678796,0.0522321481670805,0.077256478813035
"NWWG-POLLIEG-1977-2012-CHING","POLLIEG","multinational","Europe (non-EU)","Iceland Grounds","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Pollachius virens","Pollock",NA,65000,"finfish","Actinopterygii","Gadiformes","Gadidae","Pollachius","species",118.832811573653,0.135178766096073,18.3620075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,8.77507160123609,"demersal",200.5,"oceanodromous",37,364,NA,NA,3.61,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","shelf",NA,NA,"Iceland Shelf and Sea",27,-19.26086956,65.1086957,65.1086957,375145.124,32,1980,2011,5.96933153917541,0.0392672780338095,416000,257781.25,-3622.98387096766,-0.00870909584367225,60759.375,0,NA,32,1.14290625,5.88240072941033,0.00267738292649572,0.189027330022486,0.0749399776245862,0.0869078748076643,0.411140320419833,2.61043076021998,1.58276198314421,0.795427034534866,8.56690614983614,0.147774545773034,0.150171211506087,-0.146561028778896,0.442110120324965,"none",0.0664636539311135,0.00841082357502218,0.051863834573852,0.0851733646416866
"AFWG-POLLNEAR-1957-2012-CHING","POLLNEAR","multinational","Europe (non-EU)","North-East Arctic","VPA","XSA","Extended Survivor Analysis","Pollachius virens","Pollock",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Pollachius","species",118.832811573653,0.135178766096073,18.3620075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,8.77507160123609,"demersal",200.5,"oceanodromous",37,364,NA,NA,3.61,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","shelf",NA,NA,"Barents Sea",27,24.8371196,78.52684116,78.52684116,NA,51,1960,2010,1.0267812954233,0.00860680738911006,1060000,699098.039215686,315.565610859727,0.000297703406471443,163109.803921569,0,NA,0,NA,0.983950628502312,0.00406730989491907,0.273793236004995,0.0477535273315717,0.194517214762486,0.385378415857023,1.79029733658128,0.301385009803786,1.2871472780346,2.49013038994585,-0.0424137528608168,0.216107076338521,-0.465983622484318,0.381156116762685,"none",0.0536482473743093,0.00533750153443675,0.0441435593039795,0.0651994196144401
"WGNSSK-POLLNS-VI-IIIa-1964-2012-CHING","POLLNS-VI-IIIa","multinational","Europe (EU)","IIIa, VI and North Sea","VPA","XSA","Extended Survivor Analysis","Pollachius virens","Pollock",NA,200000,"finfish","Actinopterygii","Gadiformes","Gadidae","Pollachius","species",118.832811573653,0.135178766096073,18.3620075863718,24.4662158818317,5.27970830602333,0.213934974123137,62.062253574998,8.77507160123609,"demersal",200.5,"oceanodromous",37,364,NA,NA,3.61,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","shelf",NA,NA,"North Sea",27,2.976895859,57.29147359,57.29147359,1120313.403,44,1967,2010,10.2714867058379,0.0232316696331816,1020000,510750,-6562.72022551097,-0.00643403943677546,152211.363636364,0,NA,44,1.45968181818182,10.2081373128181,0.00595176395286003,0.16549711536031,0.0507584942564174,0.0907234165910069,0.301898850613819,4.7909582481146,3.76776566419434,1.02564592305721,22.3793420508697,-0.361704347780672,0.128216463076157,-0.613008615409939,-0.110400080151405,"negative",0.061950747134911,0.00666287543596418,0.0501761278096818,0.0764884664900973
"NWFSC-POPERCHPCOAST-1940-2011-STACHURA","POPERCHPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Sebastes alutus","Pacific ocean perch",6560000000000,1058,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,NA,0,825,165,293,3.62,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers","coastal",NA,NA,"California Current",77,-119.4567138,33.07203253,33.07203253,91849.8245,71,1940,2010,15.940578109595,0.000895396851509369,119000,60380.2816901408,-1875.348759222,-0.0157592332707731,2111.7323943662,71,1.24245070422535,71,1.99287915492958,15.9145494904974,0.00230926699678915,0.0211783933082805,0.00235192627476042,0.0170358065773053,0.0263283303367468,1.29898308917226,0.0805015423814806,1.15040625723609,1.4667488596676,-0.0909536527455719,0.139786250667782,-0.364934704054424,0.183027398563281,"none",0.00426269023284369,0.000359598868244796,0.00361306211245298,0.00502912140883309
"PFMC-PSOLEPCOAST-1930-2011-CHING","PSOLEPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Eopsetta jordani","Petrale sole",26278,2588,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Eopsetta","species",53.5660953591053,0.149203078210487,4.02318060706424,27.6766249352777,7.93195173911285,0.192871010159989,35.362481725589,8.91997132410025,"demersal",275,NA,0,550,NA,NA,4.1,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders",NA,"coastal",NA,NA,"California Current",77,-119.4567138,33.07203253,33.07203253,91849.8245,72,1939,2010,15.9385691794103,0.00102371727004819,32400,12025.6944444444,-263.162100456621,-0.00812228705113027,2474.63888888889,72,1.01126388888889,72,1.147375,15.9145494904974,0.00230926699678915,0.199739990900133,0.00514200929639416,0.189911692420056,0.210076922891831,1.19602856183679,0.0279965259709402,1.14239511628299,1.25218000352081,0.0125896233797603,0.0293668020495074,-0.0449693086372742,0.0701485553967948,"none",0.00920617785297867,0.00077248481254525,0.00781005769028158,0.0108518674280906
