"assessid","stockid","country","region","area","method","method1","method2","species","comm_name","b0_true","msy_true","type","class","order","family","genus","taxa_level","linf_cm","vonb_k","winf_kg","tmax_yr","tmat_yr","m","lmat_cm","temp_c","habitat","depth_m_mid","depth_m_min","depth_m_max","comm_depth_m_min","comm_depth_m_max","troph","feeding","lme_name","fao_area","long_dd","lat_dd","lat_dd_abs","area_sqkm","n","yr1","yr2","sst_c_avg","sst_c_trend","tb_max","tb_avg","tb_trend","tb_sd_trend","catch_avg","bbmsy_n","bbmsy_avg","ffmsy_n","ffmsy_avg","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi"
"NEFSC-MONKGOMNGB-1980-2009-HIVELY","MONKGOMNGB","USA","US East Coast","Gulf of Maine / Northern Georges Bank","Statistical catch at length model","AD-CAL","An AD-Model Builder catch at length model","Lophius americanus","Monkfish",NA,10745,"finfish","Actinopterygii","Lophiiformes","Lophiidae","Lophius","species",149.869636903637,0.0825305679621351,43.019912179549,14.0964161533662,3.95237760417946,0.210344563779028,50.3416942582688,9.03306872643478,"demersal",400,0,800,NA,NA,NA,"hunting macrofauna (predator)","Northeast U.S. Continental Shelf",21,-68.64410104,42.48622584,42.48622584,84093.17882,29,1980,2008,9.28190430128711,0.00909280718938898,1e+05,61837.9310344828,-1404.92610837439,-0.0140492610837439,8749.31034482759,0,NA,29,0.951103448275862,0.430666026810659,0.0476645191646832,0.346681807012067,0.53499555759043,0.924436447984392,0.0372589613370647,0.854218879287607,1.00042596468331,0.55018328198646,0.184761407269948,0.188050923737361,0.912315640235559,"positive",0.0418906842422309,0.00567164742782726,0.0321269712133078,0.0546216888803822
"NEFSC-MONKSGBMATL-1980-2009-HIVELY","MONKSGBMATL","USA","US East Coast","Southern Georges Bank / Mid-Atlantic","Statistical catch at length model","AD-CAL","An AD-Model Builder catch at length model","Lophius americanus","Monkfish",NA,15279,"finfish","Actinopterygii","Lophiiformes","Lophiidae","Lophius","species",149.869636903637,0.0825305679621351,43.019912179549,14.0964161533662,3.95237760417946,0.210344563779028,50.3416942582688,9.03306872643478,"demersal",400,0,800,NA,NA,NA,"hunting macrofauna (predator)","Northeast U.S. Continental Shelf",21,-72.23884719,39.33201948,39.33201948,139320.4267,29,1980,2008,13.9971822569229,0.00926845173041053,147000,120972.413793103,-618.719211822697,-0.00420897423008638,10769.6551724138,0,NA,29,0.344172413793103,0.500586838778864,0.0386119531765429,0.430350360826693,0.58228644836557,1.03336198991105,0.0196414251752136,0.995573067239143,1.07258526504155,0.128709196204152,0.109293808736958,-0.0855066689202858,0.34292506132859,"none",0.021055371427093,0.00280723559778519,0.0162133678350406,0.0273434039394772
"AFSC-NROCKBSAI-1974-2011-STACHURA","NROCKBSAI","USA","US Alaska","Bering Sea and Aleutian Islands","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes polyspinis","Northern rockfish",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",37.273100242209,0.160419903463441,0.781789617148397,49.9860892823874,8.73081989167543,0.0976274384252448,28.5066260250956,5.76946555327853,"demersal",370,0,740,NA,NA,3.78,"hunting macrofauna (predator)","East Bering Sea",67,-165.9634553,54.2327678,54.2327678,141126.6013,33,1977,2009,5.73384077954035,0.00171351675485544,207000,163818.181818182,3700.53475935835,0.0178769795138085,2848.60606060606,33,1.13921212121212,33,0.346336363636364,0.069754575235109,0.0151912994702559,0.0455190105332977,0.106893816654278,1.67553206305706,0.344778221774128,1.11942694486356,2.50789719437603,0.0152190124643566,0.219019086158034,-0.414058396405389,0.444496421334102,"none",0.0120471099655462,0.00149345785804874,0.0094484171757895,0.0153605472558777
"AFSC-NROCKGA-1959-2010-STACHURA","NROCKGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes polyspinis","Northern rockfish",NA,6070,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",37.273100242209,0.160419903463441,0.781789617148397,49.9860892823874,8.73081989167543,0.0976274384252448,28.5066260250956,5.76946555327853,"demersal",370,0,740,NA,NA,3.78,"hunting macrofauna (predator)","Gulf of Alaska",67,-154.683735,56.48812433,56.48812433,151655.7534,49,1961,2009,7.07536223883145,0.0103011410370841,188000,124626.530612245,247.724489795918,0.00131768345636127,3850.24489795918,49,1.87489795918367,49,0.550412244897959,0.101192512699122,0.0198741089029725,0.0688604998821227,0.148705348405703,0.837718382619105,0.0382663434295905,0.765975867314166,0.916180415759934,0.360458035629127,0.254849466164626,-0.139046918053539,0.859962989311793,"none",0.017502537868434,0.00178790398792273,0.0143267680688876,0.0213822706114172
"AFSC-NRSOLEEBSAI-1975-2012-HIVELY","NRSOLEEBSAI","USA","US Alaska","Eastern Bering Sea and Aleutian Islands","Survey index","Survey indices","Temporal indices derived from scientific survey data","Lepidopsetta polyxystra","Northern rock sole",NA,259310,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","species",42.735198439785,0.198875342931819,0.778201469793684,17.1215535445431,4.14243702034836,0.260013350962445,23.5623964506658,5.99678950402328,"demersal",350,0,700,19,246,NA,"variable","East Bering Sea",67,-168.0746869,57.88490566,57.88490566,556506.7794,35,1977,2011,4.5454207924049,-0.00268322348664336,1740000,1195742.85714286,48522.1288515406,0.0278862809491613,39507.1428571429,35,1.51842857142857,35,0.526285714285714,0.331745429624803,0.0336232769254454,0.271976784451076,0.404648618443909,1.04685496697254,0.0253474888511506,0.998334328187409,1.09773378610031,-0.212474206727985,0.183975815048952,-0.573066804223931,0.148118390767961,"none",0.0248250437473101,0.00299843815098158,0.0195919485866113,0.0314559215144642
"IFOP-NSHRIMPCH-1949-2012-CHING","NSHRIMPCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Heterocarpus reedi","Nylon shrimp",NA,NA,"invertebrate","Malacostraca","Decapoda","Pandalidae","Heterocarpus","species",4.451,0.1865,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,NA,NA,NA,NA,NA,"Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,34,1978,2011,12.9479809559887,-0.00516397718880923,43300,26685.2941176471,634.698242933518,0.0146581580354161,5718.82352941176,0,NA,0,NA,0.390939669888705,0.0440502154353419,0.313470355474171,0.487554318370889,1.76891839845135,0.293077213988716,1.2784294952974,2.4475908228727,0.132809850815822,0.174228262983913,-0.208677544632647,0.474297246264291,"none",0.0404119863057971,0.00495135105721327,0.0317846547617575,0.0513810406128705
"CSIRO-NZLINGESE-1968-2007-FULTON","NZLINGESE","Australia","Australia","Southeast Australia","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Genypterus blacodes","New Zealand ling",NA,NA,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,22,1000,300,550,4.18,"hunting macrofauna (predator)","Southeast Australian Shelf",57,148.5041649,-39.26395354,39.26395354,109569.7806,24,1983,2006,16.170009534668,0.0111079859675997,13100,9432.5,-317.81739130436,-0.0242608695652184,809.625,24,1.30795833333333,0,NA,0.156951686587029,0.0342921371602458,0.10227861273338,0.240850274208632,1.10180819956861,0.0978814849980726,0.925734188701472,1.3113713671302,-0.508600868929798,0.272348662127705,-1.0424042467001,0.0252025088405039,"none",0.0226911526864195,0.00341484753673388,0.0168948672802631,0.0304760257477668
"NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN","NZLINGLIN6b","New Zealand","New Zealand","New Zealand Areas LIN 6b","Integrated Analysis","CASAL","CASAL","Genypterus blacodes","New Zealand ling",12363,893.8449,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,22,1000,300,550,4.18,"hunting macrofauna (predator)","New Zealand Shelf",81,-177.4746934,-48.69922147,48.69922147,447116.4923,26,1980,2005,9.46845408612259,-0.00706039639487268,16800,14481.9230769231,-244.659829059829,-0.0145630850630851,449.538461538462,26,3.58807692307692,26,0.0953595769230769,0.0957562305792475,0.0382289369124212,0.0437858749113482,0.209411270491013,1.03730687213346,0.0788922121365205,0.893651245699445,1.20405533159989,-0.250026773751897,0.352504732849386,-0.940936050136694,0.440882502632901,"none",0.0196294542613913,0.00276246236849344,0.0148975903889414,0.0258642817086765
"NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN","NZSNAPNZ8","New Zealand","New Zealand","New Zealand Area 8 (Auckland and Central West)","Integrated Analysis","CASAL","CASAL","Pagrus auratus","New Zealand snapper",120884,2284.7076,"finfish","Actinopterygii","Perciformes","Sparidae","Pagrus","species",72.9233157460552,0.116113979061982,5.6905887046169,23.6361189183508,5.75409701904283,0.204237563103395,37.0817363137381,13.3655418460346,"reef-associated",100,0,200,NA,NA,3.47,"hunting macrofauna (predator)","New Zealand Shelf",81,171.5337833,-35.34773443,35.34773443,382641.6912,35,1970,2004,17.7431960996231,0.00428910062461763,64000,19862.8571428571,-1255.86274509804,-0.0196228553921569,3440.57142857143,35,0.843828571428571,35,2.31314285714286,0.184238023872695,0.0158598796596799,0.155633610760938,0.218099736133829,0.990968028248167,0.0381037000553498,0.919029603565725,1.06853754133702,0.207909206828838,0.154397090484258,-0.0947090905203074,0.510527504177983,"none",0.0131879047304376,0.00159499663043786,0.0104046212383847,0.0167157292124649
"ISC-PACBTUNA-1952-2012-PONS","PACBTUNA","multinational","Pacific Ocean","Pacific Ocean","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Thunnus orientalis","Pacific bluefin tuna",NA,17345,"finfish","Actinopterygii","Perciformes","Scombridae","Thunnus","species",183.033984268092,0.177802918162012,84.5690428584776,14.3895275686396,4.52649294860103,0.295899213248478,94.6978822846951,19.7937066263433,"pelagic-oceanic",100.5,1,200,NA,NA,NA,"hunting macrofauna (predator)","South Pacific Ocean",77,-132.921797,-5.158571731,5.158571731,80815018.1,60,1952,2011,21.743707720828,0.00712961298911349,186000,92575,-1356.72409002501,-0.00729421553776889,22467,60,0.4965,60,2.39183333333333,0.353815828645639,0.0319209281776093,0.29647034018982,0.422253506101312,1.64273843039882,0.200933752629326,1.2925598051677,2.08778699439681,-0.37756211682942,0.243210845020747,-0.854255373070085,0.0991311394112447,"none",0.0426589617232817,0.00393230075736348,0.0356077988107663,0.0511064170234018
"IFOP-PANCHCHVX-1960-2012-CHING","PANCHCHVX","multinational","South America","Chilean EEZ and offshore region V-X","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,3,80,NA,NA,2.85999989509582,"filtering plankton","Humboldt Current",87,-77.38916182,-36.67265085,36.67265085,936151.1722,22,1990,2011,15.2288104348764,0.0026339849920898,1910000,919000,-8186.33540372519,-0.00428603947839015,333545.454545455,0,NA,0,NA,0.963045287054692,0.186247434488823,0.659213646710102,1.40691296296255,0.933800106290677,0.0852117444350227,0.780868827372846,1.1166826078103,-0.395842071149684,0.327797932309989,-1.03832601847726,0.246641876177895,"none",0.143526593495167,0.0224375135054143,0.105648074954618,0.194985881656394
"IFOP-PANCHNCH-1984-2012-CHING","PANCHNCH","multinational","South America","North Chilean EEZ and offshore","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,3,80,NA,NA,2.85999989509582,"filtering plankton","Humboldt Current",87,-73.98670806,-26.64145881,26.64145881,688868.1363,22,1990,2011,17.9163926307564,-0.00443308726345565,5180000,2652545.45454545,-64535.2907961564,-0.0124585503467483,868318.181818182,0,NA,0,NA,0.717006249205507,0.391148168889373,0.246126699110731,2.08875332606017,0.907707922903295,0.211645164382653,0.574741544041148,1.43357250201218,0.0380849124228843,0.356315484176622,-0.660293436563294,0.736463261409063,"none",0.277617727563762,0.041884194887006,0.206549445216606,0.373138754145978
"IMARPE-PANCHPERUNC-1959-2008-HIVELY","PANCHPERUNC","Peru","South America","North-Central Peruvian coast","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,3,80,NA,NA,2.85999989509582,"filtering plankton","Humboldt Current",87,-79.1874065,-10.70006268,10.70006268,348063.244,46,1962,2007,19.9764860282326,0.0206611614572771,18300000,6516086.95652174,-118621.029910577,-0.00648202349238123,5195015.2173913,46,1.08623913043478,0,NA,1.26570574660788,0.162141900435888,0.984664933402199,1.62696058593349,1.33492358131832,0.183712060881643,1.01932335268204,1.74823912674116,0.0562762925040474,0.103706695600297,-0.146988830872536,0.259541415880631,"none",0.160930190584838,0.0169491640438619,0.130914379287915,0.197827972622583
"IFOP-PANCHSCH-1984-2012-CHING","PANCHSCH","multinational","South America","South Chilean EEZ and offshore","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,3,80,NA,NA,2.85999989509582,"filtering plankton","Humboldt Current",87,-77.38916182,-36.67265085,36.67265085,936151.1722,27,1985,2011,15.2306514226579,0.00105205693457303,736000,294814.814814815,-378.510378510351,-0.000514280405584714,66559.2592592593,0,NA,0,NA,0.538651897248262,0.157849008235668,0.30329386709914,0.956649302487578,0.798717959809121,0.127873214482895,0.583599901958739,1.0931296889881,0.0324615025774697,0.350111622009436,-0.653757276561025,0.718680281715965,"none",0.143347083785943,0.0195223356178952,0.109764577421706,0.187204168344665
"ASMFC-PANDALGOM-1960-2009-IDOINE","PANDALGOM","USA","US East Coast","Gulf of Maine","Statistical catch at age model","CSA","Catch-Survey Analysis (like a state space approach)","Pandalus borealis","Northern shrimp",NA,NA,"invertebrate","Malacostraca","Decapoda","Pandalidae","Pandalus","species",NA,NA,NA,NA,NA,NA,NA,NA,"demersal",NA,NA,NA,NA,NA,3.07,NA,"Northeast U.S. Continental Shelf",21,-68.87169328,43.27659948,43.27659948,58988.92638,24,1985,2008,8.95968302694105,0.0236456252933794,30100,12708.3333333333,76.7826086956555,0.00255091723241381,3608.08333333333,0,NA,0,NA,0.624743265876907,0.102164080942888,0.453421688497883,0.86079726259139,1.19719699140419,0.159909693100839,0.921442994939128,1.5554740164061,0.41526222721163,0.244514071587035,-0.0639853530989582,0.894509807522218,"none",0.0880482424936637,0.0130775079951966,0.0658100588092714,0.117801034469381
"IFOP-PATGRENADIERCH-1977-2012-CHING","PATGRENADIERCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Macruronus magellanicus","Patagonian grenadier",NA,NA,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","species",95.8070020596649,0.165156444806815,2.67587347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497,"benthopelagic",265,30,500,NA,NA,3.93,"variable","Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,27,1985,2011,12.9309053882391,-0.00509140051548726,1650000,1015666.66666667,-53824.7863247861,-0.0326210826210825,134777.777777778,0,NA,0,NA,0.148446376290753,0.0802546802946734,0.0514488165766572,0.42831552016405,2.46399371065429,2.5996333314011,0.311576017036761,19.4856621632325,0.339417988225167,0.362080124533613,-0.370259055860714,1.04909503231105,"none",0.0586284187075902,0.00819002964877143,0.0445859857988938,0.0770935400117988
"INIDEP-PATGRENADIERSARG-1983-2006-Parma","PATGRENADIERSARG","Argentina","South America","Southern Argentina","VPA","VPA","Virtual Population Analysis","Macruronus magellanicus","Patagonian grenadier",NA,132131,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","species",95.8070020596649,0.165156444806815,2.67587347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497,"benthopelagic",265,30,500,NA,NA,3.93,"variable","Patagonian Shelf",41,-63.64651685,-49.52202925,49.52202925,789923.9552,21,1985,2005,8.93095273398295,0.00357896831768317,1660000,1211571.42857143,36712.9870129872,0.0221162572367393,89109.5238095238,21,1.88714285714286,21,0.401319047619048,0.123346721902819,0.100610978922209,0.024935039373598,0.610162012428218,2.67479023517148,4.9036191756445,0.0735828726632425,97.2305448702961,0.0146296882076849,0.350447397659539,-0.672247211205012,0.701506587620382,"none",0.0717222900796862,0.0110746291537176,0.0529929159332141,0.0970712179861482
"IFOP-PCEELCH-1978-2011-CHING","PCEELCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Genypterus blacodes","New Zealand ling",NA,NA,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,22,1000,300,550,4.18,"hunting macrofauna (predator)","Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,32,1979,2010,12.9590347242013,-0.00506067760376935,50600,29146.875,-1247.45234604102,-0.0246532084197831,6802.5,0,NA,0,NA,0.317165274704848,0.0309706807583734,0.261918176247484,0.384065790774106,1.80040079025661,0.230946709282505,1.40016484630357,2.31504384224044,-0.203297885683661,0.198896130458429,-0.593134301382181,0.186538530014859,"none",0.0306499291554147,0.00387400722128216,0.023924320799986,0.0392662414572073
"DFO-PAC-PCOD5AB-1945-2014-OSGOOD","PCOD5AB","Canada","Canada West Coast","Queen Charlotte Sound","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,763.3,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,10,1280,100,400,4.37,"hunting macrofauna (predator)","Gulf of Alaska",67,-132.1135695,51.23901275,51.23901275,109179.1232,57,1956,2012,10.1858486330382,0.00665894404764306,11900,4421.08771929825,-134.28292714545,-0.0112842795920546,966.894736842105,57,1.27589649122807,0,NA,0.300557914169281,0.123253130824374,0.134542675032706,0.671423098640111,1.3728262647429,0.475608215129003,0.696171117848941,2.70716768456469,-0.423693412485938,0.386551357185504,-1.18133407256952,0.333947247597649,"none",0.134190056261378,0.012785805643832,0.111330776544415,0.16174297672529
"AFSC-PCODBSAI-1964-2013-CHING","PCODBSAI","USA","US Alaska","Bering Sea and Aleutian Islands","Unknown","unknown","Unknown","Gadus macrocephalus","Pacific cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,10,1280,100,400,4.37,"hunting macrofauna (predator)","East Bering Sea",67,-168.9524732,58.28548745,58.28548745,668751.4378,30,1982,2011,4.37041423967039,0.00675222853066597,1370000,767300,-18049.6106785315,-0.0131748983054975,184383.333333333,30,1.4306,30,0.6118,0.835458985199616,0.149788449248473,0.587910769857404,1.18724090752763,0.857685591938785,0.0546450960926298,0.756998702912141,0.971764643439241,-0.146339719796482,0.265229799515384,-0.666190126846634,0.373510687253671,"none",0.126914201859399,0.0164972868432828,0.0983699493685485,0.163741210979602
"DFO-PAC-PCODHS-1944-2014-OSGOOD","PCODHS","Canada","Canada West Coast","Hecate Strait","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,3313.1,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,10,1280,100,400,4.37,"hunting macrofauna (predator)","Gulf of Alaska",67,-133.4605424,53.09103114,53.09103114,146949.8291,57,1956,2012,9.45916791867855,0.00625785320353103,42200,17477.5438596491,-313.034742027484,-0.00741788488216787,2930.87719298246,57,1.13187719298246,0,NA,0.260977671965609,0.0769678708783078,0.14640681240115,0.465206120859813,1.43976573088264,0.559532194208602,0.672180083320369,3.08388393417489,-0.0169581385922812,0.292785338173968,-0.590817401413259,0.556901124228696,"none",0.0908304223132487,0.0085260805183367,0.0755664779723985,0.109177585603719
"DFO-PAC-PCODWCVANI-1956-2002-COLLIE","PCODWCVANI","Canada","Canada West Coast","West Coast of Vancouver Island","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,10,1280,100,400,4.37,"hunting macrofauna (predator)","Gulf of Alaska",67,-129.9336254,49.01615764,49.01615764,178610.8997,46,1956,2001,11.0375990506168,0.00851575965486044,20400,9487.82608695652,-193.159420289855,-0.00946859903381643,1623.32608695652,46,1.40969565217391,46,1.00621739130435,0.299515380565769,0.120351459747916,0.136264429172584,0.65834835796976,1.23576767168895,0.358556992893165,0.699772466142505,2.1823118403183,-0.382559062484202,0.355871659271663,-1.08006751465666,0.314949389688258,"none",0.125563714736365,0.0133130225101079,0.102003006977207,0.154566487063643
"AFSC-PERCHEBSAI-1960-2011-STACHURA","PERCHEBSAI","USA","US Alaska","Eastern Bering Sea and Aleutian Islands","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes alutus","Pacific ocean perch",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,0,825,165,293,3.62,"hunting macrofauna (predator)","East Bering Sea",67,-168.60411,53.38935746,53.38935746,143912.1896,33,1977,2009,5.68524104585983,0.0010773667088935,629000,406787.878787879,19150.4010695191,0.0304457886637823,10193.9696969697,33,0.874939393939394,33,0.484921212121212,0.205867865381282,0.0122369227324544,0.183227917775563,0.231305242733582,1.12964733102621,0.0250274430308739,1.08164334776011,1.17978175998329,-0.0310329757249342,0.139132848743615,-0.303733359262419,0.241667407812551,"none",0.0098824117779961,0.00123074774908109,0.00774199757379402,0.012614581911063
"DFO-PERCHQCI-1939-2013-WATSON","PERCHQCI","Canada","Canada West Coast","Queen Charlotte Islands","Statistical catch at age model","SCA","Statistical catch-at-age model","Sebastes alutus","Pacific ocean perch",31242,1488,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,0,825,165,293,3.62,"hunting macrofauna (predator)","Gulf of Alaska",67,-130.2170515,51.74305805,51.74305805,94728.16698,73,1940,2012,10.2273471975142,0.00388797751965817,66500,35328.7671232877,-678.403060594847,-0.0102015497833812,1156.06580830137,73,2.02408219178082,73,0.410047486794521,0.0538929841541499,0.0102631633393536,0.0371047792239335,0.0782770791738335,1.01031020792695,0.0782126498533014,0.868076893859169,1.17584827273032,0.455506284647353,0.208650623483946,0.0465510626188186,0.864461506675887,"positive",0.0145207398521643,0.00121370225178484,0.0123265222730757,0.0171055453584656
"DFO-PERCHWCVANI-1939-2013-WATSON","PERCHWCVANI","Canada","Canada West Coast","West Coast of Vancouver Island","Unknown","unknown","Unknown","Sebastes alutus","Pacific ocean perch",21442,1048,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.3571190507531,0.125251896343034,1.05427626915291,55.1281810473126,9.82508800020516,0.100603031973743,29.3066435922834,6.46268952192514,"bathydemersal",412.5,0,825,165,293,3.62,"hunting macrofauna (predator)","Gulf of Alaska",67,-129.9336254,49.01615764,49.01615764,178610.8997,73,1940,2012,11.0290455905843,0.00246959204809504,39200,22095.8904109589,-471.205109218811,-0.0120205385004799,1005.52260273973,73,2.02408219178082,73,0.660601602739726,0.100662880830285,0.00554393780723371,0.0903626926435203,0.112137158384896,1.05151184039743,0.0199297450385002,1.01316619532876,1.0913087661173,-0.132284897095896,0.112008881317043,-0.3518223044773,0.0872525102855075,"none",0.00819678932503552,0.000682444289919831,0.00696263369562771,0.0096497041458906
"FAJ-PILCHPJPN-1976-2009-ONO","PILCHPJPN","Japan","Russia Japan","Pacific Coast of Japan","VPA","VPA","Virtual Population Analysis","Sardinops sagax","Japanese pilchard",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","species",27.2242835609629,0.439956074617132,0.1514704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,16.8032013430646,"pelagic-neritic",100,0,200,NA,NA,2.61,"selective plankton feeding","Kuroshio Current",61,138.1714817,34.26563024,34.26563024,1558772.956,33,1976,2008,18.4683964411896,0.0213475298016635,19500000,6321121.21212121,-509503.342246001,-0.026128376525436,1137909.09090909,0,NA,0,NA,0.382027475055614,0.133750718072213,0.192343273135572,0.7587735683093,1.22830616583716,0.231853228433161,0.848461525827586,1.77820206468641,-0.337383152144859,0.361781007497974,-1.04647392684089,0.37170762255117,"none",0.0837549777815252,0.0105025379797861,0.0655045413318368,0.107090228563655
"FAJ-PILCHTSST-1960-2010-ONO","PILCHTSST","Japan","Russia Japan","Tsushima Strait","VPA","VPA","Virtual Population Analysis","Sardinops sagax","Japanese pilchard",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","species",27.2242835609629,0.439956074617132,0.1514704983143,14.1545277545647,3.43262428048952,0.383621439037133,20.4055188449424,16.8032013430646,"pelagic-neritic",100,0,200,NA,NA,2.61,"selective plankton feeding","East China Sea",61,129.9175501,34.04145605,34.04145605,78555.69937,50,1960,2009,19.6046709546589,0.00908826686911687,10200000,2136668,8279.53901560587,0.000811719511333913,408214,0,NA,0,NA,0.338256526384266,0.0831215301267698,0.208964336490109,0.547545478637048,1.36406262443253,0.254326996639834,0.946512628345616,1.96581301469371,-0.416221098467528,0.26009230446495,-0.92600201521883,0.0935598182837746,"none",0.0587620500561712,0.00596334421517214,0.0481629340989699,0.0716936912462279
