"assessid","stockid","tb_max","r","k","r2","k2","betaT"
"ADFG-HERRTOG-1990-2010-HIVELY","HERRTOG",149000,0.930368168022448,0.977476055909115,0.935908886141256,0.976912077165649,-0.037419117855575
"AFSC-ALPLAICBSAI-1972-2010-STACHURA","ALPLAICBSAI",831000,0.149354281428993,1.06839089968646,0.149772065411875,1.06765253988846,-0.0683019319310498
"AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","ARFLOUNDBSAI",1050000,0.0502481214055856,2.66888784681199,0.0501081732212557,2.64632207894365,0.200282023465157
"AFSC-ARFLOUNDGA-1958-2010-STACHURA","ARFLOUNDGA",2190000,0.0531156830410539,1.51162149006852,0.0531895233429764,1.50120349575415,0.120730403035392
"AFSC-ATKABSAI-1976-2011-STACHURA","ATKABSAI",710000,0.370272536737096,0.932457366293292,0.370535260169518,0.933118126191255,0.137315426145569
"AFSC-BKINGCRABPI-1960-2008-JENSEN","BKINGCRABPI",27100,0.0623468322387685,0.0592173362761506,0.0558379124369523,0.0532478168224698,-0.208747205908463
"AFSC-DSOLEGA-1978-2009-STACHURA","DSOLEGA",157000,0.0184176603332935,0.533960869325887,0.0179743567096012,0.530990712416207,-0.101146963793657
"AFSC-DUSROCKGA-1973-2010-STACHURA","DUSROCKGA",80300,0.0680951084728609,2.06984247429974,0.0695480908872929,2.01816383903523,0.137247539567986
"AFSC-FLSOLEBSAI-1974-2010-STACHURA","FLSOLEBSAI",987000,0.210353143184083,0.989968762323169,0.210375722037305,0.990583205589995,-0.0937507147760271
"AFSC-FLSOLEGA-1978-2010-STACHURA","FLSOLEGA",371000,0.120472594563565,0.941339397149376,0.030441721613913,1.40550319192323,1.39584585620633
"AFSC-GHALBSAI-1960-2015-HIVELY","GHALBSAI",354000,NA,NA,NA,NA,NA
"AFSC-NROCKBSAI-1974-2011-STACHURA","NROCKBSAI",207000,0.0366278707582037,2.37940188683028,0.0366361425150347,2.37876821032464,0.00116799369711934
"AFSC-NROCKGA-1959-2010-STACHURA","NROCKGA",188000,0.0769411870798718,0.858695779636027,0.0871209517778202,0.828948294852301,0.720454348949894
"AFSC-NRSOLEEBSAI-1975-2012-HIVELY","NRSOLEEBSAI",1740000,0.200030233063432,1.13631144432935,0.20138262932461,1.12816483256844,-0.279770692663207
"AFSC-PCODBSAI-1964-2013-CHING","PCODBSAI",1370000,0.666823954296507,0.859566373055297,0.666730889873417,0.863405225963824,-0.278618558342516
"AFSC-PERCHEBSAI-1960-2011-STACHURA","PERCHEBSAI",629000,0.125561153845633,1.26795326855055,0.124839310407038,1.26961787869948,-0.117300721435412
"AFSC-POPERCHGA-1959-2010-STACHURA","POPERCHGA",1180000,NA,NA,NA,NA,NA
"AFSC-REXSOLEGA-1979-2011-HIVELY","REXSOLEGA",120000,0.0122486229408129,241.758270685772,NA,NA,NA
"AFSC-REYEROCKBSAI-1974-2015-HIVELY","REYEROCKBSAI",38200,NA,NA,NA,NA,NA
"AFSC-REYEROCKGA-1974-2010-STACHURA","REYEROCKGA",47400,0.0847431545926113,1.09068593796697,0.0860355300387412,1.08648748223414,0.216286653043115
"AFSC-RKCRABBB-1960-2008-JENSEN","RKCRABBB",104000,0.056771584821086,21.4241975523153,0.0768216213398275,6.04061879358771,0.252471042201381
"AFSC-RKCRABPI-1981-2009-JENSEN","RKCRABPI",12800,0.549237697762193,0.568228027475986,0.565428286261979,0.548571479957816,0.671733211080542
"AFSC-SABLEFEBSAIGA-1958-2010-STACHURA","SABLEFEBSAIGA",642000,0.0627349542605528,1.35070274202412,NA,NA,NA
"AFSC-SRAKEROCKBSAI-1977-2010-STACHURA","SRAKEROCKBSAI",29700,NA,NA,NA,NA,NA
"AFSC-WPOLLAI-1976-2013-CHING","WPOLLAI",1100000,0.0357116039902655,2.16379328242485,NA,NA,NA
"AFSC-WPOLLEBS-1963-2015-HIVELY","WPOLLEBS",13100000,0.478184651402135,0.993046605319433,0.466400983635236,0.998331239503332,-0.178830020965797
"AFSC-WPOLLGA-1970-2014-HIVELY","WPOLLGA",3280000,0.136411552123621,0.900535511089992,0.128821281367061,0.878824956162654,-0.983014782142308
"AFSC-YSOLEBSAI-1949-2010-STACHURA","YSOLEBSAI",2860000,0.145343313310373,1.27132457718546,0.1385191833421,1.30261463039458,-0.262473123625584
"AFWG-CAPENOR-1965-2007-MINTO","CAPENOR",8840000,0.233759540384101,1.49271684582317,0.301579031566592,1.1200343836795,-3.07899895065941
"AFWG-CODNEAR-1946-2011-CHING","CODNEAR",4170000,0.334481864703598,1.56642857946271,0.329468253518901,1.5814741568003,0.5861348814159
"AFWG-GHALNEAR-1960-2010-NEUBAUER","GHALNEAR",312000,0.0788363868587191,14.073386900672,0.084910283430716,9.56844851455034,-0.809414772487909
"AFWG-GOLDREDNEAR-1983-2010-NEUBAUER","GOLDREDNEAR",155000,NA,NA,NA,NA,NA
"AFWG-HADNEAR-1947-2012-CHING","HADNEAR",1210000,0.247643609519545,2.09331868777361,0.310539837615165,1.30912804217379,1.49922206463759
"AFWG-POLLNEAR-1957-2012-CHING","POLLNEAR",1060000,0.277326533561184,1.77148305820767,0.270649608698577,1.81558764129804,-0.0937089966831345
"ASMFC-PANDALGOM-1960-2009-IDOINE","PANDALGOM",30100,0.341802979573323,1.48470971638363,0.34620990761813,1.49373461088303,0.519074586105192
"CCSBT-SC-SBT-1952-2014-PONS","SBT",1330000,0.0265496909018319,1.38322299157105,0.0085110928388981,21.4010359561687,3.18751849936831
"CSIRO-BIGHTREDSE-1958-2007-FULTON","BIGHTREDSE",70400,0.0271390012178511,1.03077561153593,NA,NA,NA
"CSIRO-DEEPFLATHEADSE-1978-2007-FULTON","DEEPFLATHEADSE",16500,0.298331474590979,0.920328536234069,0.298664713892061,0.920319479298598,-0.0135062628356403
"CSIRO-GEMFISHSE-1966-2007-FULTON","GEMFISHSE",38700,0.0226210717306264,6934.87569335542,NA,NA,NA
"CSIRO-MORWONGSE-1913-2007-FULTON","MORWONGSE",30600,0.0156703839461722,152.586306737046,0.0188961003886642,34.5379490959788,-0.272325880714967
"CSIRO-NZLINGESE-1968-2007-FULTON","NZLINGESE",13100,0.0918340035862952,1.29113067365754,0.102084662107629,1.19635390290776,-0.930025300014714
"CSIRO-NZLINGWSE-1968-2007-FULTON","NZLINGWSE",17400,NA,NA,NA,NA,NA
"CSIRO-PTOOTHFISHMI-1975-2010-FAY","PTOOTHFISHMI",9730,0.0573747631723279,0.85506641263044,0.056540206125285,0.868486105505705,0.859276960877972
"CSIRO-SILVERFISHSE-1978-2006-FULTON","SILVERFISHSE",25400,0.404476868816495,0.963744442131822,0.411226291788404,0.961366280871691,-1.0433051318464
"CSIRO-SWHITSE-1945-2007-FULTON","SWHITSE",12500,0.241758669211557,1.5111254325093,0.166982650578604,2.02727593566214,1.02509869564795
"CSIRO-TIGERFLATSE-1913-2006-FULTON","TIGERFLATSE",50800,0.165979549066575,0.970703017732729,0.162310984836467,0.969027170812735,0.40094035256013
"CSIRO-WAREHOUESE-1984-2006-FULTON","WAREHOUESE",16800,0.163542546523669,1.16152784245464,0.110715522951306,1.56432168914764,-0.718593455856208
"CSIRO-WAREHOUWSE-1984-2006-FULTON","WAREHOUWSE",5880,0.344410154357253,0.681112275851592,0.335544155503594,0.693818465616629,-0.420365423226909
"DFO-ACADRED2J3K-1960-2010-WATSON","ACADRED2J3K",1060000,1.19618302635893,0.460320516568817,1.43841782044457,0.46413428209248,0.570896530349179
"DFO-ACADREDUT3-1960-2010-WATSON","ACADREDUT3",209000,1.02597821646407,0.44936921983127,0.936651644399942,0.460446176377387,-0.661113258001875
"DFO-AMPL23K-1960-2012-WATSON","AMPL23K",332000,0.0986444662158138,0.27683708270194,0.00105748350228989,2.94395628584124e-06,-1.60432677383108
"DFO-COD2J3KL-1959-2014-WATSON","COD2J3KL",298000,0.0575891498978223,18.6657310017242,0.0502532412576061,4.63435012956909,1.94257022346953
"DFO-COD3Pn4RS-1964-2015-WATSON","COD3Pn4RS",446000,0.0743498841596538,50.9300328715369,0.033016746586924,5546022742.8925,-0.730897899343655
"DFO-COD3Ps-1980-2014-WATSON","COD3Ps",148000,1.01602504394807,0.715987306926668,0.946855506120586,0.788182457711335,-0.891991219121618
"DFO-CROCKWCVANISOGQCI-1945-2009-STANTON","CROCKWCVANISOGQCI",28300,0.0867420529009679,1.02997070332715,0.083411628580768,1.04586632281188,0.286048134630163
"DFO-GHAL4RST-1970-2015-WATSON","GHAL4RST",446000,0.032745482739804,0.424402952073485,0.0203386830814084,0.0718393448295316,7.85188126679394
"DFO-HAD4X5Y-1970-2014-WATSON","HAD4X5Y",232000,0.687767600466183,0.384572264483066,0.696448617776623,0.382281910949727,0.0712516469988924
"DFO-HERRCC-1951-2015-WATSON","HERRCC",135000,0.317038434908543,0.802726314070292,0.32362676838476,0.788324513432864,-0.291292776878351
"DFO-HERRPRD-1951-2015-WATSON","HERRPRD",149000,NA,NA,NA,NA,NA
"DFO-HERRQCI-1951-2015-WATSON","HERRQCI",103000,0.26206094267945,0.911364568229277,0.253126395696082,0.933058194249181,-0.77762703691398
"DFO-HERRWCVANI-1951-2015-WATSON","HERRWCVANI",164000,0.179559559992642,1.22054581961406,0.182907228577688,1.18976632455496,-0.60082844674954
"DFO-MACKNWATLSA3-4-1968-2014-WATSON","MACKNWATLSA3-4",610000,0.210426774688416,0.800009487704773,0.200847396703497,0.800304366546574,0.345589598514281
"DFO-MAR-SCALLNBB-1981-2011-CHING","SCALLNBB",22700,0.438492269669219,0.668017557778918,NA,NA,NA
"DFO-MAR-SHAKE4VWX-1969-2015-OSGOOD","SHAKE4VWX",146000,0.410073198274549,0.976678048942981,0.44423031127483,0.943765768919868,0.750763670444071
"DFO-NFLD-SCALLGB-1978-2007-ANDERSON","SCALLGB",34500,0.479152866786266,1.11959449505206,0.457885553064828,1.0461759914124,1.28389658551403
"DFO-PAC-BOCACCBCW-1935-2012-CHING","BOCACCBCW",43600,0.0471542479175118,1.051760056999,0.0465908990737943,1.05341558214216,-0.0821286965465872
"DFO-PAC-ESOLEHS-1944-2001-COLLIE","ESOLEHS",5510,0.431408021366567,1.11428421563766,0.383895887994233,1.19428015917955,-0.341007725155343
"DFO-PAC-PCOD5AB-1945-2014-OSGOOD","PCOD5AB",11900,0.141547417000895,2.32808024361154,0.0584095669170913,1.08526478924897,-3.41479345898917
"DFO-PAC-PCODHS-1944-2014-OSGOOD","PCODHS",42200,0.12823451233935,2.25315420539584,0.137134513822263,1.999274529998,-0.101192894712647
"DFO-PAC-PCODWCVANI-1956-2002-COLLIE","PCODWCVANI",20400,0.140083244637448,1.99549722076302,0.186945536406734,1.07445692514379,-1.89347442106427
"DFO-PAC-SABLEFPCAN-1913-2010-HIVELY","SABLEFPCAN",127000,0.0761620249669971,0.874047927812226,0.0760353732251964,0.874343211731588,0.00768092661290427
"DFO-PERCHQCI-1939-2013-WATSON","PERCHQCI",66500,0.0395255984935639,1.01897456298503,0.0372224582465526,1.05018402604409,0.584980323196899
"DFO-PERCHWCVANI-1939-2013-WATSON","PERCHWCVANI",39200,0.0669462293404417,1.08899099524797,0.066609523779458,1.08907886374455,-0.148782888159044
"DFO-REDDEEP2J3K-3LNO-1960-2010-WATSON","REDDEEP2J3K-3LNO",1620000,0.54449097560042,0.291640894823673,0.543975633835714,0.275987705190668,0.363792015690102
"DFO-SG-WHAKE4T-1960-2013-OSGOOD","WHAKE4T",101000,NA,NA,NA,NA,NA
"FAJ-APOLLPJPN-1975-2014-KUROTA","APOLLPJPN",1370000,0.302631942135984,1.41629544175854,0.304344867843934,1.41103046406509,0.036792414153165
"FAJ-BMACKECS-1992-2014-KUROTA","BMACKECS",238000,0.47166454785211,1.60138267788368,0.464736120628743,1.62226689893267,-0.121191778904015
"FAJ-BRMSOJ-1980-2010-ONO","BRMSOJ",9480,0.11973003867427,121.351697774614,0.134894650605439,43.686041221515,-0.0539714406839703
"FAJ-CMACKPJPN-1970-2009-ONO","CMACKPJPN",4740000,0.125798808850387,5.50968073360871,NA,NA,NA
"FAJ-CMACKTSST-1973-2014-KUROTA","CMACKTSST",1370000,0.339507340570644,2.24701130258044,0.399417253505197,1.7951355062866,-0.332498265146631
"FAJ-JANCHOPJPN-1978-2014-KUROTA","JANCHOPJPN",1490000,0.244924188326149,2.03523687658054,0.2478083712818,2.07270493743908,-0.20326211170251
"FAJ-JANCHOSETO-1955-2014-KUROTA","JANCHOSETO",424000,0.523736572186627,1.12119675072244,0.536756874157911,1.10424916847543,-0.385374113634001
"FAJ-JANCHOTSST-1977-2014-KUROTA","JANCHOTSST",306000,0.414223077901843,2.04225170258563,0.543197705337673,1.4152115309964,0.586693341319027
"FAJ-JMACKPJPN-1982-2009-ONO","JMACKPJPN",162000,0.238212562276844,8.7956234709747,0.222128609770907,11.6193524780418,-0.293590009212173
"FAJ-JMACKTSST-1973-2010-ONO","JMACKTSST",551000,0.265098885208685,5.63744302731771,0.227240096655931,8.97516400712263,-0.141053248359972
"FAJ-OFLOUNECS-1986-2010-ONO","OFLOUNECS",3840,NA,NA,0.153491565431963,57.7812519564149,-0.249192129070778
"FAJ-PILCHPJPN-1976-2009-ONO","PILCHPJPN",19500000,0.201188573087612,1.65118564701732,0.187814884070732,1.34467262342583,-1.55680840601992
"FAJ-PILCHTSST-1960-2010-ONO","PILCHTSST",10200000,0.202644606446864,1.69154069838039,0.147666548459831,2.06518867884477,-0.77554063386655
"FAJ-RBRMECS-1969-2010-ONO","RBRMECS",18400,0.118828312614574,80.5294421096935,0.12148386308325,68.8183630896101,0.0726892306965465
"FAJ-RHERRTSST-1975-2014-KUROTA","RHERRTSST",149000,0.422965822983957,1.44014655152202,0.400547346529725,1.48293899269582,-0.57418638298938
"FAO-SPNWA-RSARDINWA-1990-2010-CHING","RSARDINWA",1180000,0.651097742036135,1.38232601356264,0.655384102426276,1.35571621658637,0.799510718934707
"FAO-SPNWA-SARDINWA-1990-2010-CHING","SARDINWA",1180000,0.651097742036135,1.38232601356264,0.655618830997471,1.36205284228498,0.642919999070826
"HAWG-HERRNIRS-1960-2010-NEUBAUER","HERRNIRS",120000,0.109323763398534,6.13621981179414,0.0969669040548333,6.72684065143469,-0.660759149338423
"HAWG-HERRNS-1960-2011-NEUBAUER","HERRNS",4800000,0.187091149170333,1.90624814358121,0.205751317006091,1.71587313889141,-0.36878851308534
"HAWG-HERRSIRS-1957-2010-NEUBAUER","HERRSIRS",214000,0.484097197112901,0.771424564045945,0.409216519833754,0.80567044081738,-1.18438019074129
"HAWG-HERRVIa-1956-2010-NEUBAUER","HERRVIa",1510000,0.21728559447682,0.847909832641744,0.21827756399114,0.847728222188446,0.277997379539747
"IATTC-STMARLINNEPAC-1954-2009-BRANCH","STMARLINNEPAC",9260,0.349254833944953,1.79873513627206,0.346538577040471,1.80760949900257,-0.168183770165445
"IATTC-SWORDEPAC-1951-2012-PONS","SWORDEPAC",67100,0.0964283420660409,1.6485112390225,0.0577325698374615,2.95345849692367,0.895166568322551
"ICCAT-ALBAMED-1956-2011-CHING","ALBAMED",331000,0.299122284379336,0.996902344741811,0.308412182789919,0.996637299705033,-0.0916194640637041
"ICCAT-ALBANATL-1930-2015-PONS","ALBANATL",726000,0.109384567502998,1.36919038904655,0.110955926692644,1.34693687578684,-0.273719009860148
"ICCAT-ALBASATL-1950-2015-PONS","ALBASATL",398000,0.174551011903708,1.07837604124973,0.185445028791758,1.05485282924027,-0.398723366209666
"ICCAT-BMARLINATL-1956-2010-CHING","BMARLINATL",63400,0.141237423480463,1.05549460441446,0.136918040709638,1.07449435196445,0.308070642346035
"ICCAT-SAILEATL-1956-2010-CHING","SAILEATL",27400,0.182252433940558,1.07697069763776,0.188613399135191,1.06328208142351,-0.472386177805129
"ICCAT-SAILWATL-1956-2010-CHING","SAILWATL",40900,0.0433611748317834,1.12043909036527,0.0402515889498681,1.15214072874417,0.377590243087019
"ICCAT-SKJEATL-1950-2010-CHING","SKJEATL",768000,1.23988317932368,1.00024111318824,NA,NA,NA
"ICCAT-SKJWATL-1950-2014-PONS","SKJWATL",58300,1.73599478119256,1.01386214431405,1.72563822683022,1.01392232327286,0.0825931090266521
"ICCAT-SWORDMED-1950-2009-CHING","SWORDMED",188000,0.260989487456132,0.776412468846137,0.259137358227052,0.769184034995058,0.319206868193273
"ICCAT-WMARLINATL-1956-2011-CHING","WMARLINATL",17600,0.0655832600017063,2.90811014758415,0.123267863532026,1.44484528624543,-1.48006151788649
